学科门类代码,学科门类,专业类代码,专业类,专业代码,专业名称,是否特设专业,是否国家控制布点专业,特殊标识,学位授予说明,专业介绍
12,管理学,1202,工商管理类,120216,创业管理,T,,T,,"培养目标：培养具备创业管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事创业管理相关工作的高级专门人才。

培养要求：掌握创业管理的基本理论和方法；具备创业管理相关的分析和解决问题的能力；熟悉我国创业管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、创业管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1202,工商管理类,120217,海关稽查,T,K,TK,,"培养目标：培养具备海关稽查、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事海关稽查相关工作的高级专门人才。

培养要求：掌握海关稽查的基本理论和方法；具备海关稽查相关的分析和解决问题的能力；熟悉我国海关稽查相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、海关稽查专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1202,工商管理类,120218,内部审计,T,,T,,"培养目标：培养具备内部审计、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事内部审计相关工作的高级专门人才。

培养要求：掌握内部审计的基本理论和方法；具备内部审计相关的分析和解决问题的能力；熟悉我国内部审计相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、内部审计专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1203,农业经济管理类,120301,农林经济管理,,,,,"培养目标：培养具备农林经济管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事农林经济管理相关工作的高级专门人才。

培养要求：掌握农林经济管理的基本理论和方法；具备农林经济管理相关的分析和解决问题的能力；熟悉我国农林经济管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、农林经济管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1203,农业经济管理类,120302,农村区域发展,,,,,"培养目标：培养具备农村区域发展、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事农村区域发展相关工作的高级专门人才。

培养要求：掌握农村区域发展的基本理论和方法；具备农村区域发展相关的分析和解决问题的能力；熟悉我国农村区域发展相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、农村区域发展专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1203,农业经济管理类,120303,乡村治理,T,K,TK,,"培养目标：培养具备乡村治理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事乡村治理相关工作的高级专门人才。

培养要求：掌握乡村治理的基本理论和方法；具备乡村治理相关的分析和解决问题的能力；熟悉我国乡村治理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、乡村治理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120401,公共事业管理,,,,,"培养目标：培养具备公共事业管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事公共事业管理相关工作的高级专门人才。

培养要求：掌握公共事业管理的基本理论和方法；具备公共事业管理相关的分析和解决问题的能力；熟悉我国公共事业管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、公共事业管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120402,行政管理,,,,,"培养目标：培养具备行政管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事行政管理相关工作的高级专门人才。

培养要求：掌握行政管理的基本理论和方法；具备行政管理相关的分析和解决问题的能力；熟悉我国行政管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、行政管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120403,劳动与社会保障,,,,,"培养目标：培养具备劳动与社会保障、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事劳动与社会保障相关工作的高级专门人才。

培养要求：掌握劳动与社会保障的基本理论和方法；具备劳动与社会保障相关的分析和解决问题的能力；熟悉我国劳动与社会保障相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、劳动与社会保障专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120404,土地资源管理,,,,,"培养目标：培养具备土地资源管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事土地资源管理相关工作的高级专门人才。

培养要求：掌握土地资源管理的基本理论和方法；具备土地资源管理相关的分析和解决问题的能力；熟悉我国土地资源管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、土地资源管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120405,城市管理,,,,,"培养目标：培养具备城市管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事城市管理相关工作的高级专门人才。

培养要求：掌握城市管理的基本理论和方法；具备城市管理相关的分析和解决问题的能力；熟悉我国城市管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、城市管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120406,海关管理,T,K,TK,,"培养目标：培养具备海关管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事海关管理相关工作的高级专门人才。

培养要求：掌握海关管理的基本理论和方法；具备海关管理相关的分析和解决问题的能力；熟悉我国海关管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、海关管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120407,交通管理,T,,T,,"培养目标：培养具备交通管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事交通管理相关工作的高级专门人才。

培养要求：掌握交通管理的基本理论和方法；具备交通管理相关的分析和解决问题的能力；熟悉我国交通管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、交通管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120408,海事管理,T,,T,,"培养目标：培养具备海事管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事海事管理相关工作的高级专门人才。

培养要求：掌握海事管理的基本理论和方法；具备海事管理相关的分析和解决问题的能力；熟悉我国海事管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、海事管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120409,公共关系学,T,,T,,"培养目标：培养具备公共关系学、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事公共关系学相关工作的高级专门人才。

培养要求：掌握公共关系学的基本理论和方法；具备公共关系学相关的分析和解决问题的能力；熟悉我国公共关系学相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、公共关系学专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120410,健康服务与管理,T,,T,,"培养目标：培养具备健康服务与管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事健康服务与管理相关工作的高级专门人才。

培养要求：掌握健康服务与管理的基本理论和方法；具备健康服务与管理相关的分析和解决问题的能力；熟悉我国健康服务与管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、健康服务与管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120411,海警后勤管理,T,K,TK,,"培养目标：培养具备海警后勤管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事海警后勤管理相关工作的高级专门人才。

培养要求：掌握海警后勤管理的基本理论和方法；具备海警后勤管理相关的分析和解决问题的能力；熟悉我国海警后勤管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、海警后勤管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120412,医疗产品管理,T,,T,,"培养目标：培养具备医疗产品管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事医疗产品管理相关工作的高级专门人才。

培养要求：掌握医疗产品管理的基本理论和方法；具备医疗产品管理相关的分析和解决问题的能力；熟悉我国医疗产品管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、医疗产品管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120413,医疗保险,T,,T,,"培养目标：培养具备医疗保险、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事医疗保险相关工作的高级专门人才。

培养要求：掌握医疗保险的基本理论和方法；具备医疗保险相关的分析和解决问题的能力；熟悉我国医疗保险相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、医疗保险专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120414,养老服务管理,T,,T,,"培养目标：培养具备养老服务管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事养老服务管理相关工作的高级专门人才。

培养要求：掌握养老服务管理的基本理论和方法；具备养老服务管理相关的分析和解决问题的能力；熟悉我国养老服务管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、养老服务管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120415,海关检验检疫安全,T,K,TK,,"培养目标：培养具备海关检验检疫安全、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事海关检验检疫安全相关工作的高级专门人才。

培养要求：掌握海关检验检疫安全的基本理论和方法；具备海关检验检疫安全相关的分析和解决问题的能力；熟悉我国海关检验检疫安全相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、海关检验检疫安全专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120416,海外安全管理,T,K,TK,,"培养目标：培养具备海外安全管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事海外安全管理相关工作的高级专门人才。

培养要求：掌握海外安全管理的基本理论和方法；具备海外安全管理相关的分析和解决问题的能力；熟悉我国海外安全管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、海外安全管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120417,自然资源登记与管理,T,,T,,"培养目标：培养具备自然资源登记与管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事自然资源登记与管理相关工作的高级专门人才。

培养要求：掌握自然资源登记与管理的基本理论和方法；具备自然资源登记与管理相关的分析和解决问题的能力；熟悉我国自然资源登记与管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、自然资源登记与管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120418,慈善管理,T,,T,,"培养目标：培养具备慈善管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事慈善管理相关工作的高级专门人才。

培养要求：掌握慈善管理的基本理论和方法；具备慈善管理相关的分析和解决问题的能力；熟悉我国慈善管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、慈善管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120419,航空安防管理,T,K,TK,,"培养目标：培养具备航空安防管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事航空安防管理相关工作的高级专门人才。

培养要求：掌握航空安防管理的基本理论和方法；具备航空安防管理相关的分析和解决问题的能力；熟悉我国航空安防管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、航空安防管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120420,无障碍管理,T,K,TK,,"培养目标：培养具备无障碍管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事无障碍管理相关工作的高级专门人才。

培养要求：掌握无障碍管理的基本理论和方法；具备无障碍管理相关的分析和解决问题的能力；熟悉我国无障碍管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、无障碍管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1204,公共管理类,120421,人才发展与管理,T,K,TK,,"培养目标：培养具备人才发展与管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事人才发展与管理相关工作的高级专门人才。

培养要求：掌握人才发展与管理的基本理论和方法；具备人才发展与管理相关的分析和解决问题的能力；熟悉我国人才发展与管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、人才发展与管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1205,图书情报与档案管理类,120501,图书馆学,,,,,"培养目标：培养具备图书馆学、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事图书馆学相关工作的高级专门人才。

培养要求：掌握图书馆学的基本理论和方法；具备图书馆学相关的分析和解决问题的能力；熟悉我国图书馆学相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、图书馆学专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1205,图书情报与档案管理类,120502,档案学,,,,,"培养目标：培养具备档案学、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事档案学相关工作的高级专门人才。

培养要求：掌握档案学的基本理论和方法；具备档案学相关的分析和解决问题的能力；熟悉我国档案学相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、档案学专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1205,图书情报与档案管理类,120503,信息资源管理,,,,,"培养目标：培养具备信息资源管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事信息资源管理相关工作的高级专门人才。

培养要求：掌握信息资源管理的基本理论和方法；具备信息资源管理相关的分析和解决问题的能力；熟悉我国信息资源管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、信息资源管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1206,物流管理与工程类,120601,物流管理,,,,,"培养目标：培养具备物流管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事物流管理相关工作的高级专门人才。

培养要求：掌握物流管理的基本理论和方法；具备物流管理相关的分析和解决问题的能力；熟悉我国物流管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、物流管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1206,物流管理与工程类,120602,物流工程,,,,,"培养目标：培养具备物流工程、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事物流工程相关工作的高级专门人才。

培养要求：掌握物流工程的基本理论和方法；具备物流工程相关的分析和解决问题的能力；熟悉我国物流工程相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、物流工程专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1206,物流管理与工程类,120603,采购管理,T,,T,,"培养目标：培养具备采购管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事采购管理相关工作的高级专门人才。

培养要求：掌握采购管理的基本理论和方法；具备采购管理相关的分析和解决问题的能力；熟悉我国采购管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、采购管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1206,物流管理与工程类,120604,供应链管理,T,,T,,"培养目标：培养具备供应链管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事供应链管理相关工作的高级专门人才。

培养要求：掌握供应链管理的基本理论和方法；具备供应链管理相关的分析和解决问题的能力；熟悉我国供应链管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、供应链管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1207,工业工程类,120701,工业工程,,,,,"培养目标：培养具备工业工程、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事工业工程相关工作的高级专门人才。

培养要求：掌握工业工程的基本理论和方法；具备工业工程相关的分析和解决问题的能力；熟悉我国工业工程相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、工业工程专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1207,工业工程类,120702,标准化工程,T,,T,,"培养目标：培养具备标准化工程、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事标准化工程相关工作的高级专门人才。

培养要求：掌握标准化工程的基本理论和方法；具备标准化工程相关的分析和解决问题的能力；熟悉我国标准化工程相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、标准化工程专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1207,工业工程类,120703,质量管理工程,T,,T,,"培养目标：培养具备质量管理工程、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事质量管理工程相关工作的高级专门人才。

培养要求：掌握质量管理工程的基本理论和方法；具备质量管理工程相关的分析和解决问题的能力；熟悉我国质量管理工程相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、质量管理工程专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1208,电子商务类,120801,电子商务,,,,,"培养目标：培养具备电子商务、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事电子商务相关工作的高级专门人才。

培养要求：掌握电子商务的基本理论和方法；具备电子商务相关的分析和解决问题的能力；熟悉我国电子商务相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、电子商务专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1208,电子商务类,120802,电子商务及法律,T,,T,,"培养目标：培养具备电子商务及法律、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事电子商务及法律相关工作的高级专门人才。

培养要求：掌握电子商务及法律的基本理论和方法；具备电子商务及法律相关的分析和解决问题的能力；熟悉我国电子商务及法律相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、电子商务及法律专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1208,电子商务类,120803,跨境电子商务,T,,T,,"培养目标：培养具备跨境电子商务、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事跨境电子商务相关工作的高级专门人才。

培养要求：掌握跨境电子商务的基本理论和方法；具备跨境电子商务相关的分析和解决问题的能力；熟悉我国跨境电子商务相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、跨境电子商务专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1209,旅游管理类,120901,旅游管理,,K,K,,"培养目标：培养具备旅游管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事旅游管理相关工作的高级专门人才。

培养要求：掌握旅游管理的基本理论和方法；具备旅游管理相关的分析和解决问题的能力；熟悉我国旅游管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、旅游管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1209,旅游管理类,120902,酒店管理,,,,,"培养目标：培养具备酒店管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事酒店管理相关工作的高级专门人才。

培养要求：掌握酒店管理的基本理论和方法；具备酒店管理相关的分析和解决问题的能力；熟悉我国酒店管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、酒店管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1209,旅游管理类,120903,会展经济与管理,,,,,"培养目标：培养具备会展经济与管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事会展经济与管理相关工作的高级专门人才。

培养要求：掌握会展经济与管理的基本理论和方法；具备会展经济与管理相关的分析和解决问题的能力；熟悉我国会展经济与管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、会展经济与管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1209,旅游管理类,120904,旅游管理与服务教育,T,,T,,"培养目标：培养具备旅游管理与服务教育、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事旅游管理与服务教育相关工作的高级专门人才。

培养要求：掌握旅游管理与服务教育的基本理论和方法；具备旅游管理与服务教育相关的分析和解决问题的能力；熟悉我国旅游管理与服务教育相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、旅游管理与服务教育专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
12,管理学,1209,旅游管理类,120905,国际邮轮管理,T,K,TK,,"培养目标：培养具备国际邮轮管理、经济学、法学等方面的知识和能力，能在企事业单位及政府部门从事国际邮轮管理相关工作的高级专门人才。

培养要求：掌握国际邮轮管理的基本理论和方法；具备国际邮轮管理相关的分析和解决问题的能力；熟悉我国国际邮轮管理相关的方针政策和法规；具有较强的语言文字表达、人际沟通能力。

核心课程：管理学原理、经济学、国际邮轮管理专业核心课程、组织行为学、人力资源管理、战略管理等。

就业方向：工商企业、金融机构、政府及事业单位从事管理、咨询、教学和科研工作。"
13,艺术学,1301,艺术学理论类,130101,艺术史论,,,,,"培养目标：培养具备艺术史论基本理论和基本技能，能够在艺术史论相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握艺术史论的基本理论和基本技能；具备艺术史论相关的创作或表演能力；了解艺术史论的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、艺术史论专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。"
13,艺术学,1301,艺术学理论类,130102,艺术管理,T,,T,,"培养目标：培养具备艺术管理基本理论和基本技能，能够在艺术管理相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握艺术管理的基本理论和基本技能；具备艺术管理相关的创作或表演能力；了解艺术管理的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、艺术管理专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。"
13,艺术学,1301,艺术学理论类,130103,非物质文化遗产保护,T,,T,,"培养目标：培养具备非物质文化遗产保护基本理论和基本技能，能够在非物质文化遗产保护相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握非物质文化遗产保护的基本理论和基本技能；具备非物质文化遗产保护相关的创作或表演能力；了解非物质文化遗产保护的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、非物质文化遗产保护专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。"
13,艺术学,1302,音乐与舞蹈学类,130201,音乐表演,,,,,"培养目标：培养具备音乐表演基本理论和基本技能，能够在音乐表演相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握音乐表演的基本理论和基本技能；具备音乐表演相关的创作或表演能力；了解音乐表演的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、音乐表演专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。"
13,艺术学,1302,音乐与舞蹈学类,130202,音乐学,,,,,"培养目标：培养具备音乐学基本理论和基本技能，能够在音乐学相关领域从事创作、表演、教学和管理工作的高级专门人才。

培养要求：掌握音乐学的基本理论和基本技能；具备音乐学相关的创作或表演能力；了解音乐学的发展历史和现状；具有一定的文化艺术修养和审美能力。

核心课程：艺术概论、音乐学专业核心课程、艺术实践、创作实习、艺术史等。

就业方向：文化艺术机构、教育机构、传媒公司、企事业单位从事艺术创作、表演、教学、管理和策划工作。"
